place_id,name,cree_id,latitude,longitude,regular,premium,diesel,amenity,road,hamlet,city,county,state,ISO3166-2-lvl4,postcode
2160,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/383/EXP/ES/2015,32.47077,-114.7834,19.49,20.19,21.44,,Avenida Venustiano Carranza,,San Luis Río Colorado,San Luis Río Colorado,Sonora,MX-SON,83400
2161,"PETROMAX, S.A. DE C.V.",PL/559/EXP/ES/2015,25.38848,-100.9898,21.99,24.39,23.19,,Calle Benito Juárez,,Saltillo,Saltillo,Coahuila,MX-COA,25050
2162,"PETROMAX, S.A. DE C.V.",PL/510/EXP/ES/2015,25.55805,-103.4574,21.19,20.75,22.49,Pemex,Calle Tamazula,,Gómez Palacio,Gómez Palacio,Durango,MX-DUR,27140
2163,ESTACION DE SERVICIO TEZONTEPEC S.A. DE C.V.,PL/719/EXP/ES/2015,20.19257,-99.26816,20.35,22.82,22.09,,Avenida Insurgentes,,,Tezontepec de Aldama,Hidalgo,MX-HID,42764
2164,"ESTACION RAEL, S. DE R.L. DE C.V.",PL/729/EXP/ES/2015,32.48362,-116.9314,23.29,24.99,21.99,Chevron,Prolongación Vía Rápida Oriente,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22128
2165,"Estación de Servicio Cordoba, S.A. de C.V.",PL/664/EXP/ES/2015,18.91205,-99.20078,21.19,22.99,22.79,,Avenida 10 de Abril,,Cuernavaca,Cuernavaca,Morelos,MX-MOR,62460
2166,Becktrop Operadora SA de CV,PL/702/EXP/ES/2015,32.51695,-117.0217,21.79,24.29,22.937577935115712,Pemex,Boulevard Cuauhtémoc Sur Oriente,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22044
2167,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/378/EXP/ES/2015,32.60439,-115.4283,20.04,21.64,21.84,Pemex,Calzada Rodolfo Sánchez Taboada,,Mexicali,,Baja California,MX-BCN,21000
2168,GRUPO GOCALVI SA DE CV,PL/847/EXP/ES/2015,31.77218,-106.5244,16.99,19.39,21.19,Pemex E09686,Boulevard Ingeniero Bernardo Norzagaray,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32100
2169,"GRUPO OCTANO, S.A. DE C.V.",PL/419/EXP/ES/2015,20.64037,-103.4172,21.99,24.48,23.22,Pemex,Avenida Mariano Otero,,Zapopan,Zapopan,Jalisco,MX-JAL,45070
2170,"GRUPO OCTANO, S.A. DE C.V.",PL/414/EXP/ES/2015,19.78714,-101.0983,21.24,23.84,22.98,,,,,Tarímbaro,Michoacán,MX-MIC,
2171,GRUPO GOCALVI SA DE CV,PL/870/EXP/ES/2015,31.72176,-106.4938,16.99,19.39,22.937577935115712,Pemex E09468,Boulevard División del Norte,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32380
2172,"SERVICIO GENCAR, S.A. DE C.V.",PL/805/EXP/ES/2015,18.64528,-91.8837,21.89,23.69,23.69,,,,Ciudad del Carmen,Carmen,Campeche,MX-CAM,24100
2173,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/393/EXP/ES/2015,32.55959,-115.3589,20.04,21.64,21.64,,Avenida Cascada Salto,,,,Baja California,MX-BCN,21600
2174,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/384/EXP/ES/2015,32.56762,-115.3366,20.04,21.64,22.937577935115712,Pemex,Calzada Heroica Puebla,,,,Baja California,MX-BCN,21600
2175,"PETROMAX, S.A. DE C.V.",PL/622/EXP/ES/2015,25.59786,-103.4968,21.69,24.69,23.19,,Calle Rinconada de las Espigas,,Gómez Palacio,Gómez Palacio,Durango,MX-DUR,35070
2176,"PETROMAX, S.A. DE C.V.",PL/435/EXP/ES/2015,19.47735,-99.23218,21.49,20.06,22.937577935115712,Pemex,Avenida Doctor Gustavo Baz Prada,,Naucalpan,Naucalpan de Juárez,Estado de México,MX-MEX,53580
2177,"PETROMAX, S.A. DE C.V.",PL/466/EXP/ES/2015,25.73397,-100.174,23.29,25.39,22.937577935115712,Petro Seven,Lateral Avenida del Teléfono,,Apodaca,Apodaca,Nuevo León,MX-NLE,66645
2178,"PETROMAX, S.A. DE C.V.",PL/570/EXP/ES/2015,25.76927,-100.273,22.99,25.39,22.937577935115712,Petro-7,Avenida Sendero Norte,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66636
2179,GAS SANFER S. DE R.L. DE C.V.,PL/755/EXP/ES/2015,19.24986,-103.719,21.89,23.99,23.59,,Calle Juan Álvarez,,Colima,Municipio de Colima,Colima,MX-COL,28000
2180,"COMBU-EXPRESS, S.A. DE C.V.",PL/769/EXP/ES/2015,21.49188,-104.8626,21.59,23.69,22.74,,Boulevard Luis Donaldo Colosio,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63180
2181,"PETROMAX, S.A. DE C.V.",PL/450/EXP/ES/2015,25.78579,-100.1586,23.29,25.39,22.937577935115712,Petro 7,Avenida Miguel Alemán,,Apodaca,Apodaca,Nuevo León,MX-NLE,66600
2182,"Servicio Jacarandas, S.A. de C.V.",PL/854/EXP/ES/2015,19.61462,-99.0181,21.19,22.99,22.79,,Carretera México-Texcoco,,,Ecatepec de Morelos,Estado de México,MX-MEX,55060
2183,"PETROMAX, S.A. DE C.V.",PL/429/EXP/ES/2015,26.08213,-98.29991,17.79,19.99,22.937577935115712,,Calle José de Escandón y Helguera,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2184,"GRUPO OCTANO, S.A. DE C.V.",PL/534/EXP/ES/2015,20.69032,-105.2258,22.39,23.89,23.49,,Carretera Ixtapa Puerto Vallarta,,,Puerto Vallarta,Jalisco,MX-JAL,18290
2185,MULTISERVICIOS LA PILARICA SA DE CV ,PL/379/EXP/ES/2015,25.74504,-109.0079,22.92,24.07,25.35,,,,Los Mochis,Ahome,Sinaloa,MX-SIN,81293
2186,"Estación de Servicio Marbella, S.A. de C.V.",PL/692/EXP/ES/2015,19.54896,-99.07384,21.69,23.79,22.99,Pemex,Avenida San Andrés,,,Ecatepec de Morelos,Estado de México,MX-MEX,55520
2187,"PETROMAX, S.A. DE C.V.",PL/614/EXP/ES/2015,26.06836,-98.33501,17.79,19.99,22.937577935115712,,Calle Bella Vista,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2188,"Gasolinería Ulises, S.A. de C.V.",PL/648/EXP/ES/2015,19.62737,-99.2403,21.79,23.59,22.79,,Avenida Miguel Hidalgo,,Cuautitlán Izcalli,Cuautitlán Izcalli,Estado de México,MX-MEX,54760
2189,"ARY SUPER SERVICIOS VI, SA DE CV",PL/852/EXP/ES/2015,25.59699,-103.3994,21.79,24.45,23.31,,Calle Julio Verne,Residencial Santa Barbara,Torreón,Torreón,Coahuila,MX-COA,27400
2190,"PETROMAX, S.A. DE C.V.",PL/574/EXP/ES/2015,19.54947,-99.05198,22.49,24.39,23.19,Mobil,Vía Morelos,,,Ecatepec de Morelos,Estado de México,MX-MEX,55547
2191,"Estación de Servicio Cuenca, S.A. de C.V. ",PL/693/EXP/ES/2015,22.254,-97.85314,20.99,22.99,22.99,Pemex,Boulevard Adolfo López Mateos,,Ciudad Madero,Ciudad Madero,Tamaulipas,MX-TAM,89460
2192,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",PL/859/EXP/ES/2015,21.15335,-101.6542,21.89,25.49,23.19,Chevron,Boulevard Antônio Madrazo Gutiérrez,,León,León,Guanajuato,MX-GUA,37204
2193,DALROM S.A DE C.V.,PL/757/EXP/ES/2015,21.87411,-102.2435,21.75,23.99,22.55,,Avenida San Gabriel,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20263
2194,"PETROMAX, S.A. DE C.V.",PL/555/EXP/ES/2015,25.79039,-100.261,23.29,25.39,22.937577935115712,7-Eleven,Avenida Nuevo Las Puentes,,Apodaca,Apodaca,Nuevo León,MX-NLE,66612
2195,COMBUSTIBLES ARCOTETE S.A. DE C.V.,PL/735/EXP/ES/2015,16.73734,-92.60492,21.55,23.46,23.14,,Calzada de la Quinta,,San Cristóbal de las Casas,San Cristóbal de las Casas,Chiapas,MX-CHP,29200
2196,"Estación de Servicio la Rioja, S.A. de C.V.",PL/647/EXP/ES/2015,19.82526,-99.08937,21.39,23.29,22.49,Estación de servicio la Rioja Est.11557,Camino A España,,,Zumpango,Estado de México,MX-MEX,55603
2197,servicio el toreo de saltillo sa de cv,PL/771/EXP/ES/2015,25.44261,-100.9147,22.69,24.49,23.29,,Boulevard Centenario de Torreón,,Saltillo,Saltillo,Coahuila,MX-COA,25297
2198,"PETROMAX, S.A. DE C.V.",PL/514/EXP/ES/2015,25.67927,-100.4822,22.99,25.39,22.937577935115712,,Avenida Licenciado Manuel Ordóñez,,,Santa Catarina,Nuevo León,MX-NLE,66358
2199,SERVICIO SIERRA DE ARTEAGA SA DE CV,PL/783/EXP/ES/2015,25.44026,-100.8774,23.18,25.28,23.85,Pemex,Boulevard Los Fundadores,,,Arteaga,Coahuila,MX-COA,22350
2200,"DIAZ GAS, S.A. DE C.V.",PL/761/EXP/ES/2015,31.7462,-106.4253,17.44,19.4,23.5,Pemex E04179,Avenida Hermanos Escobar,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32310
2201,"PETROMAX, S.A. DE C.V.",PL/458/EXP/ES/2015,25.70878,-100.1629,22.49,25.39,22.937577935115712,Petro 7,Avenida Orquídea,,Apodaca,Apodaca,Nuevo León,MX-NLE,66647
2202,ESTACION TALLERES S.A. DE C.V.,PL/888/EXP/ES/2015,21.15601,-86.88126,22.79,23.79,22.937577935115712,,Calle 48 Poniente,,Cancún,Benito Juárez,Quintana Roo,MX-ROO,77538
2203,"PETROMAX, S.A. DE C.V.",PL/564/EXP/ES/2015,25.71314,-100.3628,22.99,25.39,22.937577935115712,7-Eleven,Avenida Adolfo Ruíz Cortínes,,Monterrey,Monterrey,Nuevo León,MX-NLE,64170
2204,"PETROMAX, S.A. DE C.V.",PL/520/EXP/ES/2015,25.66576,-100.2664,22.39,25.39,22.59,,Cerrada El Realito,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67140
2205,"GRUPO LONOR, S.A. DE C.V.  E11919",PL/874/EXP/ES/2015,15.8336,-91.96599,22.09,23.74,23.74,,MEX 190,,,Frontera Comalapa,Chiapas,MX-CHP,
2206,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",PL/877/EXP/ES/2015,21.07652,-101.6518,22.29,25.49,22.99,Gasolinera San Pedro,Boulevard Timoteo Lozano,,León,León,Guanajuato,MX-GUA,37570
2207,"GRUPO OCTANO, S.A. DE C.V.",PL/504/EXP/ES/2015,19.80471,-104.2044,21.94,23.14,23.14,,Calle Circunvalación Oriente,,,El Grullo,Jalisco,MX-JAL,48740
2208,"GRUPO OCTANO, S.A. DE C.V.",PL/416/EXP/ES/2015,21.49595,-104.883,22.19,24.19,22.937577935115712,,Avenida Insurgentes,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63150
2209,GASOLINERAS PABA SA DE CV ,PL/733/EXP/ES/2015,24.12212,-110.2945,22.49,23.69,22.99,,Libramiento Norte de La Paz,,La Paz,Municipio de La Paz,Baja California Sur,MX-BCS,23054
2210,SERVICIO GASOL SA DE CV,PL/883/EXP/ES/2015,25.55813,-103.3947,21.79,24.59,22.937577935115712,Pemex,Calle Antigua Carretera a San Pedro,,Torreón,Torreón,Coahuila,MX-COA,27059
2211,"PETROMAX, S.A. DE C.V.",PL/542/EXP/ES/2015,26.02191,-98.23244,17.79,19.99,22.937577935115712,,Cerro del mercado,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2212,Becktrop Operadora SA de CV,PL/709/EXP/ES/2015,32.5229,-117.0261,21.99,24.29,22.937577935115712,Akron,Boulevard Agua Caliente,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22000
2213,"ESTACION AMBAR, S. DE R.L. DE C.V.",PL/722/EXP/ES/2015,32.49483,-116.924,22.29,24.99,22.09,Chevron,Boulevard Manuel J. Clouthier,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22570
2214,"Estación de Servicio Venta de Carpio, S.A. de C.V.",PL/819/EXP/ES/2015,19.6214,-99.00452,21.69,23.79,22.99,,Carretera México-Pachuca,,Ecatepec,Ecatepec de Morelos,Estado de México,MX-MEX,55066
2215,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",PL/370/EXP/ES/2015,25.78968,-109.0119,22.95,24.11,25.35,Pemex 9823,Centenario,,Los Mochis,Ahome,Sinaloa,MX-SIN,81248
2216,GASOLINERAS PABA SA DE CV ,PL/688/EXP/ES/2015,24.14254,-110.314,20.99,22.99,23.15,Bp,Calle 5 de Febrero,,La Paz,Municipio de La Paz,Baja California Sur,MX-BCS,23060
2217,"PETROMAX, S.A. DE C.V.",PL/540/EXP/ES/2015,25.76277,-100.4024,22.29,24.99,22.937577935115712,Petro Seven,Avenida Luis Donaldo Colosio Murrieta,,Monterrey,Monterrey,Nuevo León,MX-NLE,64100
2218,ENERGETICOS Y SERVICIOS OCOZOCOAUTLA  SA DE CV ,PL/765/EXP/ES/2015,14.91567,-92.34282,21.45,22.69,23.15,Repsol,Carretera Tapachula-Arriaga,,,Tapachula,Chiapas,MX-CHP,30823
2219,"PETROMAX, S.A. DE C.V.",PL/600/EXP/ES/2015,25.73068,-100.253,23.29,25.39,22.937577935115712,PEMEX,Avenida Licenciado Adolfo López Mateos,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66490
2220,APOYOS Y SUMIN.COMERCIALES E INDUST. S.A. DE C.V. ,PL/633/EXP/ES/2015,32.52634,-117.0852,22.29,24.49,22.15,Chevron,Calle Periférico,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22536
2221,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/398/EXP/ES/2015,32.65948,-115.3744,20.09,21.59,21.59,Pemex,Calzada Abelardo L. Rodriguez,,Mexicali,,Baja California,MX-BCN,21000
2222,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/389/EXP/ES/2015,32.59562,-115.4325,20.04,21.59,21.74,Pemex,Carretera San Felipe-Mexicali,,Mexicali,,Baja California,MX-BCN,21000
2223,"ESTACION CUCAPAH, S.A. DE C.V.",PL/687/EXP/ES/2015,32.51322,-116.8796,20.99,24.99,21.85,Chevron,Boulevard Cucapah,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22203
2224,"PETROMAX, S.A. DE C.V.",PL/603/EXP/ES/2015,25.82103,-100.264,23.29,25.39,22.937577935115712,,Calle Jardines de la Primavera,,Apodaca,Apodaca,Nuevo León,MX-NLE,66612
2225,"ESTACION GRUGAS, S. DE R.L. DE C.V.",PL/669/EXP/ES/2015,32.53901,-116.9147,21.79,24.99,22.09,,Calle 3 Norte,,,Municipio de Tijuana,Baja California,MX-BCN,22444
2226,DISTRIBUIDORA DE COBUSTIBLES LAS CAÑADAS SA DE CV ,PL/739/EXP/ES/2015,16.08285,-90.63845,22.1,22.15,23.25,Pemex,Carretera Benemérito de las Américas-La Trinitaria,Santa Rita la Frontera,,Benemérito de las Américas,Chiapas,MX-CHP,
2227,servicios energeticos brisas sa de cv,PL/741/EXP/ES/2015,25.48155,-100.9835,22.69,24.39,23.29,,Ciclovía Oriente-Poniente,,Saltillo,Saltillo,Coahuila,MX-COA,25210
2228,"PETROMAX, S.A. DE C.V.",PL/589/EXP/ES/2015,25.78637,-100.3206,21.99,25.39,23.29,Petro Seven,Avenida Licenciado Raúl Salinas Lozano,,General Escobedo,General Escobedo,Nuevo León,MX-NLE,66055
2229,PETRO SERVICIOS DEL SURESTE SA DE CV,PL/643/EXP/ES/2015,17.90663,-93.12914,20.49,22.19,21.99,,,,,Reforma,Chiapas,MX-CHP,
2230,Becktrop Operadora SA de CV,PL/716/EXP/ES/2015,32.65059,-115.4722,20.69,22.79,22.937577935115712,,Avenida Comandante Alfonso Esquer,,Mexicali,,Baja California,MX-BCN,21000
2231,GASOLINERIA LAZARO CHANONA BORGES SA DE CV ,PL/777/EXP/ES/2015,16.76469,-93.38528,21.69,23.75,23.79,Pemex,Libramiento de Ocozocoautla,,,Ocozocoautla de Espinosa,Chiapas,MX-CHP,29140
2232,"PETROMAX, S.A. DE C.V.",PL/547/EXP/ES/2015,25.77943,-100.318,22.59,25.39,22.937577935115712,,Villas del Parque,,General Escobedo,General Escobedo,Nuevo León,MX-NLE,66055
2233,GASOLINERA NORPONIENTE S.A. DE C.V.,PL/889/EXP/ES/2015,21.14857,-86.89943,22.79,23.89,22.937577935115712,,Avenida Puerto Juárez Poniente,,Cancún,Benito Juárez,Quintana Roo,MX-ROO,77538
2234,DISTRIBUIDORA DE COBUSTIBLES LAS CAÑADAS SA DE CV ,PL/736/EXP/ES/2015,16.50013,-90.65433,22.1,22.15,23.25,Pemex,Carretera Benemérito de las Américas-La Trinitaria,,,Benemérito de las Américas,Chiapas,MX-CHP,
2235,"PETROMAX, S.A. DE C.V.",PL/598/EXP/ES/2015,19.6322,-99.0914,21.99,24.39,22.937577935115712,Mobil,Calle Ignacio Pichardo Eje 8,,,,Estado de México,MX-MEX,55713
2236,"Estación de Servicio Cantabria, S.A. de C.V.",PL/822/EXP/ES/2015,18.88947,-99.19987,21.39,22.99,22.69,,Privada Jiutepec,,,Jiutepec,Morelos,MX-MOR,62564
2237,"GRUPO OCTANO, S.A. DE C.V.",PL/424/EXP/ES/2015,21.0257,-105.2634,22.39,23.89,23.49,,Carretera Tepic-Puerto Vallarta,,,Compostela,Nayarit,MX-NAY,63727
2238,GASOLINERA GUASAVE SA DE CV,PL/903/EXP/ES/2015,25.56817,-108.4668,21.85,24.37,23.95,,Blvd. Central,,Guasave,Guasave,Sinaloa,MX-SIN,81020
2239,"PETROMAX, S.A. DE C.V.",PL/495/EXP/ES/2015,26.08957,-98.29279,17.79,19.99,22.937577935115712,,Boulevard Fundadores,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2240,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/403/EXP/ES/2015,32.58874,-115.5797,20.19,21.74,22.937577935115712,Car-gas,Calle Adelia,,,,Baja California,MX-BCN,21326
2241,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",PL/391/EXP/ES/2015,25.79292,-109.0046,22.95,24.11,25.35,,Boulevard Río Fuerte,,Los Mochis,Ahome,Sinaloa,MX-SIN,81200
2242,"SERVICIO JARDINES, S.A. DE C.V. ( ES12369)",PL/671/EXP/ES/2015,20.3788,-90.04852,22.54,23.54,23.34,,Calle 20,,,Calkiní,Campeche,MX-CAM,24902
2243,Gasolinera Colon S.A. de C.V.,PL/828/EXP/ES/2015,20.65207,-103.3658,22.78,24.89,23.99,Pemex,Avenida Cristóbal Colón,,Guadalajara,,Jalisco,MX-JAL,44910
2244,"PETROMAX, S.A. DE C.V.",PL/569/EXP/ES/2015,25.69688,-100.3575,23.29,25.39,22.937577935115712,Pemex,Lateral Paseo de los Leones,,Monterrey,Monterrey,Nuevo León,MX-NLE,64620
2245,"GRUPO OCTANO, S.A. DE C.V.",PL/363/EXP/ES/2015,21.47486,-104.8595,22.19,23.99,23.29,PEMEX,Avenida Tecnológico,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63195
2246,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",PL/390/EXP/ES/2015,25.82133,-108.9919,22.95,24.11,25.35,,Boulevard Poseidon,,Los Mochis,Ahome,Sinaloa,MX-SIN,81249
2247,"PETROMAX, S.A. DE C.V.",PL/527/EXP/ES/2015,25.50189,-100.9627,22.39,24.39,22.99,Pemex,Boulevard Venustiano Carranza,,Saltillo,Saltillo,Coahuila,MX-COA,25206
2248,OPERADORA LAS CRUCES SA DE CV,PL/791/EXP/ES/2015,28.70271,-100.5463,17.35,19.69,22.937577935115712,,Boulevard Libramiento Manuel Pérez Treviño,,Piedras Negras,Municipio de Piedras Negras,Coahuila,MX-COA,26085
2249,"PETROMAX, S.A. DE C.V.",PL/478/EXP/ES/2015,28.68869,-106.1335,22.29,24.39,22.99,Pemex E05674,Calle Domingo de Allende,,Chihuahua,Municipio de Chihuahua,Chihuahua,MX-CHH,31125
2250,GRUPO GOCALVI SA DE CV,PL/830/EXP/ES/2015,31.72121,-106.4936,16.99,19.39,22.937577935115712,Pemex E07662,Noche Triste,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32160
2251,Estacion El Encanto S.A. de C.V.,PL/726/EXP/ES/2015,32.56519,-116.6503,20.49,22.69,21.99,Pemex 7110,Carretera Libre Tijuana-Tecate,,Tecate,Municipio de Tecate,Baja California,MX-BCN,21447
2252,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/382/EXP/ES/2015,32.59637,-115.483,20.19,21.74,21.84,,Calzada de los Monarcas,,Mexicali,,Baja California,MX-BCN,21000
2253,"Gasolinería Turquesa, S.A. de C.V. ",PL/864/EXP/ES/2015,19.67295,-99.07876,21.99,24.49,22.937577935115712,Pemex,Avenida Prados,,,Tultitlán,Estado de México,MX-MEX,54930
2254,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",PL/381/EXP/ES/2015,25.76621,-108.9903,22.95,24.11,25.35,,Boulevard Centenario,,Los Mochis,Ahome,Sinaloa,MX-SIN,81260
2255,"PETROMAX, S.A. DE C.V.",PL/469/EXP/ES/2015,25.76333,-100.4128,23.29,25.39,22.937577935115712,Petro Seven,Avenida Prolongación Adolfo Ruíz Cortines,,Monterrey,Monterrey,Nuevo León,MX-NLE,64100
2256,"ESTACION RAEL, S. DE R.L. DE C.V.",PL/869/EXP/ES/2015,32.50251,-116.8668,20.99,24.99,22.09,Chevron,Calle De Las Aguas,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22205
2257,"GRUPO OCTANO, S.A. DE C.V.",PL/535/EXP/ES/2015,20.95066,-105.3483,22.39,23.89,23.49,PEMEX,Carretera Tepic-Puerto Vallarta,,,Bahía de Banderas,Nayarit,MX-NAY,
2258,MULTISERVICIOS LA PILARICA SA DE CV ,PL/376/EXP/ES/2015,25.70819,-108.7157,22.09,23.99,25.35,,Benjamín Hill,,,Guasave,Sinaloa,MX-SIN,
2259,"DIAZ GAS, S.A. DE C.V.",PL/776/EXP/ES/2015,31.7203,-106.4733,17.28,19.2,22.937577935115712,,Boulevard N. Municipio Libre,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32040
2260,"ESTACION RAEL, S. DE R.L. DE C.V.",PL/682/EXP/ES/2015,32.64334,-115.506,22.69,23.99,22.75,Chevron,Calzada Heróico Colegio Militar,,Mexicali,,Baja California,MX-BCN,21000
2261,"PETROMAX, S.A. DE C.V.",PL/597/EXP/ES/2015,25.78744,-100.5805,23.29,25.39,22.937577935115712,petro 7,Heberto Castillo Martínez,,,García,Nuevo León,MX-NLE,66003
2262,"GRUPO OCTANO, S.A. DE C.V.",PL/400/EXP/ES/2015,19.67717,-101.2223,21.24,23.84,22.937577935115712,Pemex,Encuentro de Maravatío,,Morelia,Morelia,Michoacán,MX-MIC,58130
2263,"PETROMAX, S.A. DE C.V.",PL/434/EXP/ES/2015,25.44611,-100.846,22.49,24.49,22.937577935115712,7-Eleven,Calle La Palma,,,Arteaga,Coahuila,MX-COA,22350
2264,"SERVICIO AG SANTA ROSA, S.A. DE C.V.",PL/673/EXP/ES/2015,27.88953,-101.4273,21.96,23.58,22.65,,Boulevard Miguel Hidalgo,,,Múzquiz,Coahuila,MX-COA,26350
2265,"ARY SUPER SERVICIOS II, SA DE CV",PL/886/EXP/ES/2015,25.54451,-103.5191,21.81,24.26,23.48,Pemex,Boulevard Miguel Alemán,,Ciudad Lerdo,Lerdo,Durango,MX-DUR,35157
2266,"Gaeli Diesel, S.A. de C.V.",PL/872/EXP/ES/2015,18.65546,-91.82955,21.83,23.69,23.69,,Calle 55,COL. ELECTRICISTAS,Ciudad del Carmen,Carmen,Campeche,MX-CAM,24100
2267,"PETROMAX, S.A. DE C.V.",PL/537/EXP/ES/2015,19.47922,-99.10912,22.09,24.59,22.937577935115712,,Calle Cuitlahuac,,,,Ciudad de México,MX-CMX,07000
2268,"SERVICIO CIBOLA, S.A. DE C.V.",PL/670/EXP/ES/2015,32.53784,-117.0165,22.29,24.99,22.937577935115712,Chevron,Avenida Aquiles Serdán,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22400
2269,COMBUSTIBLES Y REPARACIONES DE CHIAPAS SA DE CV,PL/844/EXP/ES/2015,16.76767,-93.1921,21.35,22.95,23.29,,Callejón Pemex,,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,MX-CHP,29057
2270,"ESTACION LA VICTORIA, S.A. DE C.V.",PL/657/EXP/ES/2015,32.57238,-116.6227,21.39,24.29,22.29,Pemex,Calle Presidente Emilio Portes Gil,,Tecate,Municipio de Tecate,Baja California,MX-BCN,21470
2271,"PETROMAX, S.A. DE C.V.",PL/578/EXP/ES/2015,25.75637,-100.2961,23.29,25.39,22.937577935115712,Petro Seven,Avenida Universidad,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66059
2272,"Gasolinería Magnolias, S.A. de C.V.",PL/631/EXP/ES/2015,19.37437,-99.09545,22.79,24.19,23.79,,,,,,Ciudad de México,MX-CMX,09040
2273,OPERADORA DE COMBUSTIBLE SA DE CV,PL/782/EXP/ES/2015,24.1315,-110.2967,21.49,23.29,22.937577935115712,,Calle Jaime Bravo,,La Paz,Municipio de La Paz,Baja California Sur,MX-BCS,23054
2274,"PETROMAX, S.A. DE C.V.",PL/552/EXP/ES/2015,26.00909,-98.27705,17.79,19.99,22.937577935115712,Petro-Seven,MEX 97,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2275,"PETROMAX, S.A. DE C.V.",PL/605/EXP/ES/2015,32.51204,-116.9097,20.79,23.59,22.937577935115712,Pemex,Boulevard Cucapah,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22214
2276,MULTISERVICIOS LA PILARICA SA DE CV ,PL/361/EXP/ES/2015,25.8021,-108.9416,22.91,24.07,25.35,Pemex 7407,Lateral 18,,Los Mochis,Ahome,Sinaloa,MX-SIN,81220
2277,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",PL/840/EXP/ES/2015,20.76174,-105.3485,23.29,24.99,24.39,,,,,Bahía de Banderas,Nayarit,MX-NAY,13098
2278,"PETROMAX, S.A. DE C.V.",PL/521/EXP/ES/2015,25.42441,-100.1539,22.49,25.39,22.937577935115712,,Calle Doctor Mier,,,Santiago,Nuevo León,MX-NLE,67300
2279,"PETROMAX, S.A. DE C.V.",PL/543/EXP/ES/2015,25.5994,-103.4968,21.69,24.69,23.19,Pemex,Periférico Ejército Mexicano,,Gómez Palacio,Gómez Palacio,Durango,MX-DUR,35070
2280,"PETROMAX, S.A. DE C.V.",PL/529/EXP/ES/2015,25.53979,-103.3584,21.59,24.69,22.937577935115712,Petro Seven,Avenida Benito Juárez,,Torreón,Torreón,Coahuila,MX-COA,27083
2281,"PETROMAX, S.A. DE C.V.",PL/515/EXP/ES/2015,25.73066,-100.1625,23.29,25.39,22.937577935115712,,Gaspar Castaño,,Apodaca,Apodaca,Nuevo León,MX-NLE,66648
2282,SERVICIO 8 DE ENERO S.A. DE C.V.,PL/763/EXP/ES/2015,26.99841,-101.4921,22.95,24.59,23.99,Pemex,Carretera Monclova-San Buenaventura,,,Frontera,Coahuila,MX-COA,
