place_id,amenity,road,hamlet,city,county,state,ISO3166-2-lvl4,postcode
11510,Pemex,Calle Damaso Cárdenas,Finca,,Aquila,Michoacán,MX-MIC,
11511,Pemex,Ignacio Allende,,,Culiacán,Sinaloa,MX-SIN,
11512,,Carretera Santa Rosa-La Barca,,,Ixtlahuacán de los Membrillos,Jalisco,MX-JAL,45930
11513,,Carretera Zumpango - Apaxco,,,Tequixquiac,Estado de México,MX-MEX,55650
11514,,Autopista Reynosa-Monterrey,Fracc. Loma Real,,Municipio de Reynosa,Tamaulipas,MX-TAM,88733
11516,,Ricardo Riveros Riveros,,,Mocorito,Sinaloa,MX-SIN,80807
11518,Pemex,Ciclovía 6 Javier Rojo Gómez,,Pachuca,Pachuca de Soto,Hidalgo,MX-HID,42080
11519,,,,,Tzintzuntzan,Michoacán,MX-MIC,58440
11520,PEMEX,Calle Sabino Delgado,,Zapopan,Zapopan,Jalisco,MX-JAL,45140
11521,Pemex,Avenida Aquiles Serdán,,,Tierra Blanca,Veracruz,MX-VER,95150
11522,,,,,Noria de Ángeles,Zacatecas,MX-ZAC,
11523,,Circuito Metropolitano Sur,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45640
11524,,Atlacomulco - Morelia,,,Tlalpujahua,Michoacán,MX-MIC,61070
11525,Pemex,Calle México - Texcoco,,,Texcoco,Estado de México,MX-MEX,56236
11526,,Santa Clara del Cobre-Zirahuen,,,Salvador Escalante,Michoacán,MX-MIC,
11527,Pemex,Pátzcuaro - Uruapan,,,Pátzcuaro,Michoacán,MX-MIC,
11528,,,,Pachuca,Pachuca de Soto,Hidalgo,MX-HID,43840
11529,BP,MEX 307,,,Puerto Morelos,Quintana Roo,MX-ROO,77586
11530,Pemex,Avenida Josefa Ortiz de Domínguez,,,Motozintla,Chiapas,MX-CHP,
11531,,,,,Motozintla,Chiapas,MX-CHP,
11532,SERVICIO VARVEL,Avenida Tecnológico,,,Metepec,Estado de México,MX-MEX,52172
11533,Pemex,Carretera Palos Altos,Palos Altos,,Arcelia,Guerrero,MX-GRO,
11534,Carl's Jr.,Avenida Ejército Nacional,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32319
11535,,Calle Berriozábal,,,Arcelia,Guerrero,MX-GRO,
11536,,,,,Mazapa de Madero,Chiapas,MX-CHP,
11537,Pemex E04158,Autopista de Peaje Torreón-Jiménez,,,Mapimí,Durango,MX-DUR,
11538,BP,Calzada Manuel Gómez Morín,,Mexicali,,Baja California,MX-BCN,21000
11539,,MEX 14,,,Hermosillo,Sonora,MX-SON,
11540,Pemex 10840,Calle Reforma,,,Cihuatlán,Jalisco,MX-JAL,48985
11541,,Calle Rafaél Muñoz Espinoza,,Heroica Caborca,Caborca,Sonora,MX-SON,83600
11542,Pemex E05909,Avenida Ejército Nacional,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32319
11543,,Calle Lerdo de Tejada,,Saltillo,Saltillo,Coahuila,MX-COA,25000
11544,Pemex,Avenida La Selva Esq. Kohunlich,,,,Quintana Roo,MX-ROO,77760
11545,Arco,Calzada Independencia,,Mexicali,,Baja California,MX-BCN,21000
11546,PEMEX Asis Calderon Jose Alberto,Boulevard San Buenaventura,,,Frontera,Coahuila,MX-COA,25730
11547,Pemex 8084,Avenida José María Morelos Y Pavón,,,,Estado de México,MX-MEX,55706
11548,,,,,Poncitlán,Jalisco,MX-JAL,45940
11549,Pemex,Entronque Jocotepec - Guadalajara,,,Chapala,Jalisco,MX-JAL,45900
11550,"De la Hoya 1, S.A. de C.V.",Ramal a Ignacio Ramírez,,,Guadalupe Victoria,Durango,MX-DUR,
11551,Pemex,Francisco I. Madero,,,Aldama,Tamaulipas,MX-TAM,
11552,,Avenida Álvaro Obregón,,Heroica Nogales,Municipio de Nogales,Sonora,MX-SON,84074
11553,,Avenida Tecnológico,,Heroica Nogales,Municipio de Nogales,Sonora,MX-SON,84074
11554,Arco,Avenida Ignacio Allende,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22054
11555,Pemex,Calle Wahoo,,,Municipio de Tijuana,Baja California,MX-BCN,22684
11556,Forza,Calle Buena Vista,Misiones de Pedregal Fraccionamiento,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22200
11557,,Calle Miguel Hidalgo Y Costilla,,,Municipio de Tijuana,Baja California,MX-BCN,22645
11558,Gasolinera,Moralito - Cotaxtla,Paso Real,,Cotaxtla,Veracruz,MX-VER,
11559,Pemex,Calle Francisco Silva Romero,,Guadalajara,,Jalisco,MX-JAL,44460
11560,Pemex,Anillo Periférico Poniente Manuel Gómez Morín,,Zapopan,Zapopan,Jalisco,MX-JAL,47017
11561,Pemex,Avenida Ignacio L. Vallarta,,Zapopan,Zapopan,Jalisco,MX-JAL,47017
11562,Pemex,MEX 180,,Kanasín,Kanasín,Yucatán,MX-YUC,97370
11563,,Calle M. Vargas Llosa,,Colima,Municipio de Colima,Colima,MX-COL,28000
11564,Pemex,Avenida Francisco I. Madero,,,Cuautepec de Hinojosa,Hidalgo,MX-HID,43740
11565,,Tepalcatepec - Aquila,,,Tepalcatepec,Michoacán,MX-MIC,
11566,,Avenida Adolfo López Mateos,La Esperanza,Tulancingo de Bravo,Cuautepec de Hinojosa,Hidalgo,MX-HID,43659
11567,Multiservicios Los Cienes E06163,Carretera Bachíniva-Colonia Álvaro Obregón,Campo 102.5,,Cuauhtémoc,Chihuahua,MX-CHH,
11568,Pemex,Avenida Eugenio Garza Sada,,Monterrey,Monterrey,Nuevo León,MX-NLE,647770
11569,,Boulevard Orozco y Jiménez,,Lagos de Moreno,Lagos de Moreno,Jalisco,MX-JAL,47470
11570,Pemex,Carretera Federal Cuernavaca-Cuautla,,,Yautepec,Morelos,MX-MOR,62732
11571,,Carretera Federal Número 55 San Juan Del Río - Atlacomulco,,,Acambay de Ruíz Castañeda,Estado de México,MX-MEX,
11572,Total,Calzada de la Viga,,,,Ciudad de México,MX-CMX,09400
11573,Pemex,Via Rapida a Monterrey,,Apodaca,Apodaca,Nuevo León,MX-NLE,66673
11574,Pemex,Boulevard Agua Caliente,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22500
11575,,Prolongación Joséfa Ortiz de Domínguez,,,San Francisco del Rincón,Guanajuato,MX-GUA,36310
11576,Pemex,Boulevard Agua Caliente,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22014
11577,,Entronque a Amacuzac,,,Amacuzac,Morelos,MX-MOR,
11578,Pemex,Entrada Santa Rosa-Pachuca,Ejido El Moreno,,,Baja California,MX-BCN,21901
11579,Oxxo mina,Javier Mina,,Piedras Negras,Municipio de Piedras Negras,Coahuila,MX-COA,26010
11580,,,,Culiacán,Culiacán,Sinaloa,MX-SIN,80240
11581,Mobil,Autopista Guadalajara - Colima,,Ciudad Guzmán,Zapotiltic,Jalisco,MX-JAL,49100
11582,,,,,Ahome,Sinaloa,MX-SIN,
11583,Pemex,Autopista México-Cuernavaca,,,Cuernavaca,Morelos,MX-MOR,62130
11584,G500,Boulevard Paseo Cuauhnáhuac,,,Cuernavaca,Morelos,MX-MOR,52570
11585,,Calle Juan Aldama,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
11586,Pemex,Calle José Tomás Cuéllar,,,,Ciudad de México,MX-CMX,06800
11587,,,,,Playa Vicente,Veracruz,MX-VER,
11588,Pemex,Prolongación Oleoducto,,León,León,Guanajuato,MX-GUA,37564
11589,,,La Mora,,Banámichi,Sonora,MX-SON,84880
11590,Pemex,Boulevard Hermanos Aldama,,León,León,Guanajuato,MX-GUA,37560
11591,Pemex,Boulevard Agua Caliente,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22043
11592,Pemex,Avenida Plan de Ayala,,Cuernavaca,Cuernavaca,Morelos,MX-MOR,62430
11593,Pemex,Calle Vialidad López Portillo,,,Toluca,Estado de México,MX-MEX,50226
11594,,Avenida Ignacio Allende,,,,Baja California,MX-BCN,21720
11595,Pemex,Calle José del Río,,Morelia,Morelia,Michoacán,MX-MIC,58170
11596,,MEX 90,,,Zapotlanejo,Jalisco,MX-JAL,45430
11597,PEMEX,Calle Hidalgo,,,Zapotlanejo,Jalisco,MX-JAL,45430
11598,,Amealco- San Idelfonso,,,Amealco de Bonfil,Querétaro,MX-QUE,
11599,,Entronque a La Ruana,,,Buenavista,Michoacán,MX-MIC,
11600,Nexum,Carretera Federal Número 85,,,El Mante,Tamaulipas,MX-TAM,
11601,,Carretera Hermosillo-Nogales,,,Carbó,Sonora,MX-SON,
11602,,,,,Guazapares,Chihuahua,MX-CHH,
11603,,Universitarios,,Culiacán,Culiacán,Sinaloa,MX-SIN,80010
11604,,San Bernardino - Tepexpan,,,Atenco,Estado de México,MX-MEX,56300
11605,,Ramal a Cárdenas,,,Cárdenas,San Luis Potosí,MX-SLP,79382
11606,,Jiquilpan-Cotija,,,Cotija,Michoacán,MX-MIC,
11607,,Carretera Transístmica,,,Cosoleacaque,Veracruz,MX-VER,96902
11608,La Primavera,Calle Rafaél Palomera,,,,Jalisco,MX-JAL,48880
11609,,,,,Villa Hidalgo,Zacatecas,MX-ZAC,
11610,,,,,Hidalgo,Michoacán,MX-MIC,
11611,Pemex,Avenida Pedregal Poniente,,,Teolocholco,Tlaxcala,MX-TLA,90110
11612,,Avenida Tarascos,,Culiacán,Culiacán,Sinaloa,MX-SIN,80160
11613,,Carretera Tempoal de Sánchez-Tuxpan,,,Tantoyuca,Veracruz,MX-VER,92101
11614,,,,Monclova,Monclova,Coahuila,MX-COA,25700
11615,,Boulevard Camino del Seri,,Hermosillo,Hermosillo,Sonora,MX-SON,83285
11616,Pemex,Libramiento de Apizaco,,,Apizaco,Tlaxcala,MX-TLA,90407
11617,Pemex,MEX 145,,,Cotaxtla,Veracruz,MX-VER,94990
11618,,Jorge A. Treviño,,,Cadereyta Jiménez,Nuevo León,MX-NLE,67450
11619,Pemex,Avenida División del Norte,,,,Ciudad de México,MX-CMX,03320
11620,Pemex,Avenida Lázaro Cárdenas,,,Purépero,Michoacán,MX-MIC,
11621,PEMEX,Boulevard Julián Treviño Elizondo,,Apodaca,Apodaca,Nuevo León,MX-NLE,66645
11622,,Avenida 16 de Septiembre,,,Cuautitlán,Estado de México,MX-MEX,54807
11623,,Avenida Benito Juárez,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67150
11624,,,,,,Chiapas,MX-CHP,
11625,,Carretera Las Adjuntas-Tepatitlán,,,San Ignacio Cerro Gordo,Jalisco,MX-JAL,47601
11626,Pemex E05246,Calle Carrillo Puerto,,,,Chihuahua,MX-CHH,33980
11627,,,,,Rayón,San Luis Potosí,MX-SLP,
11628,,Ciudad Hidalgo - Maravatío,,,Irimbo,Michoacán,MX-MIC,
11629,PEMEX,Carretera Federal Martínez de la Torre - Nautla,,,Martínez de la Torre,Veracruz,MX-VER,
11630,,,,,Tecomatlán,Puebla,MX-PUE,
11631,,Avenida Pirámides de Contlalco,Colonia Monte Sinaí,,Tlapa de Comonfort,Guerrero,MX-GRO,41304
11632,,Calle Lago Argentino,,Torreón,Torreón,Coahuila,MX-COA,27295
11633,Pemex,Carretera Mexicali-Estación Coahuila,,,,Baja California,MX-BCN,21620
11634,,,,,Mecayapan,Veracruz,MX-VER,
11635,Pemex,Libramiento Carlos Salinas de Gortari,,Monclova,Monclova,Coahuila,MX-COA,25700
11636,Pemex,Boulevard San Buenaventura,,,Frontera,Coahuila,MX-COA,25730
11637,,,,,Comalcalco,Tabasco,MX-TAB,
11638,,Boulevard de los Olivos,,,,Estado de México,MX-MEX,55749
11639,,,,Apatzingán,Apatzingán,Michoacán,MX-MIC,60600
11640,Pemex,Guadalajara - Entronque Jocotepec,,,Ixtlahuacán de los Membrillos,Jalisco,MX-JAL,45900
11641,,Avenida Insurgentes,,,San Luis de la Paz,Guanajuato,MX-GUA,37914
11642,Pemex,Calle Álvaro Obregón,,,San Lucas,Michoacán,MX-MIC,40660
11643,Pemex,Prolongación Ignacio Zaragoza,El puerto,,Juárez,Michoacán,MX-MIC,
11644,Pemex,Lateral Carlos Salinas de Gortari,,Apodaca,Apodaca,Nuevo León,MX-NLE,66600
11646,,,,Valle de Chalco Solidaridad,,Estado de México,MX-MEX,13100
11647,,Avenida Francisco I. Madero Poniente,,Morelia,Morelia,Michoacán,MX-MIC,58348
11648,Pemex,Avenida Lázaro Cárdenas,Tierra Blanca,,Pungarabato,Guerrero,MX-GRO,40660
11649,BP,Boulevard Carmen Serdán,,Municipio de Puebla,,Puebla,MX-PUE,72050
11650,,Avenida Lecheria Cuautitlán,,,Tultitlán,Estado de México,MX-MEX,54807
11651,,,,,Mineral de la Reforma,Hidalgo,MX-HID,42183
11652,,Morelia - Jiquilpan,,,Quiroga,Michoacán,MX-MIC,58420.0
11653,,Boulevard Francisco Eusebio Kino,,,General Plutarco Elías Calles,Sonora,MX-SON,83570
11654,,Tepeapulco - Santo Tomás,,,Tepeapulco,Hidalgo,MX-HID,43996
11655,,Calle Emilio Abreu,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22785
11656,,Viaducto Río de la Piedad,,,,Ciudad de México,MX-CMX,
11657,,Avenida Páez Urquidi,Colonia Tila,Ciudad del Carmen,Carmen,Campeche,MX-CAM,24100
11658,Pemex,Autopista de Peaje Cuernavaca-México,,,Puente de Ixtla,Morelos,MX-MOR,62670
11659,Pemex,Avenida Forjadores de Puebla,,Municipio de Puebla,,Puebla,MX-PUE,72150
11660,PEMEX 8578,Boulevard Cadete Vicente Suárez,,Municipio de Puebla,,Puebla,MX-PUE,72380
11661,Pemex,Boulevard Manuel J. Clouthier,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22216
11662,Pemex,Calle Ruta Independencia,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22207
11663,Pemex,Calle Floresta,,,,Ciudad de México,MX-CMX,02080
11664,,Boulevard Julio Rodolfo Moctezuma,,,Altamira,Tamaulipas,MX-TAM,89603
11665,Pemex,Avenida Sánchez Taboada,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22640
11666,,Avenida Hidalgo,,Tampico,Tampico,Tamaulipas,MX-TAM,89360
11667,,Calle 8,,Ciudad Madero,Ciudad Madero,Tamaulipas,MX-TAM,89513
11668,,,,,Altamira,Tamaulipas,MX-TAM,89318
11669,,Calle Morelia,,Monclova,Monclova,Coahuila,MX-COA,25700
11670,Pemex,Avenida Miguel Hidalgo y Costilla,,Tampico,Tampico,Tamaulipas,MX-TAM,89360
11671,,Prolongación Agrarista,,,San Agustín de las Juntas,Oaxaca,MX-OAX,71254
11672,,Boulevard Tamaulipas,,Ciudad Victoria,Victoria,Tamaulipas,MX-TAM,87024
11673,,Melchor Ocampo,,Cuernavaca,Cuernavaca,Morelos,MX-MOR,62190
11674,,Carretera Chalco - Cuautzingo - San Mateo Tezoquiapan - Miraflores,,Chalco de Díaz Covarrubias,Chalco,Estado de México,MX-MEX,56625
11675,Pemex,Calzada General Ignacio Zaragoza,,,,Ciudad de México,MX-CMX,15010
11676,,Camino a Canutillo,,Ixtapaluca,,Estado de México,MX-MEX,56536
11677,,Carretera Nacional a Pánuco,,,El Higo,Veracruz,MX-VER,92401
11678,,Avenida Cuauhtémoc,,Ixtapaluca,,Estado de México,MX-MEX,56560
11679,Pemex,Calle Collado,,Veracruz,Municipio de Veracruz,Veracruz,MX-VER,91910
11680,,Carretera A San Francisco Acuautla,,Ixtapaluca,,Estado de México,MX-MEX,56536
11681,,Entronque Playa Azul - Manzanillo,El Garcero,,Manzanillo,Colima,MX-COL,28237
11682,Pemex,Carretera Ucum - La Unión,Álvaro Obregón Viejo,,Othón P. Blanco,Quintana Roo,MX-ROO,77980
11683,El Escuadrón,Carretera Panamericana,,,Municipio de Chihuahua,Chihuahua,MX-CHH,
11684,,Privada Juan Soto,,,Alvarado,Veracruz,MX-VER,95270
11685,Pemex,Autopista Lagos de Moreno - Zapotlanejo,,Tepatitlán,Tepatitlán de Morelos,Jalisco,MX-JAL,47620
11686,,Camino a Javier Rojo Gómez,,,Othón P. Blanco,Quintana Roo,MX-ROO,77980
11687,,Avenida 26-C,Alameda Toxpan,Córdoba,Córdoba,Veracruz,MX-VER,94500
11688,Asilo de Ancianos de Monclova,Avenida Susan Low Pape,,Monclova,Monclova,Coahuila,MX-COA,25700
11689,Los Cafetos,Calle 10,Federal,Córdoba,Córdoba,Veracruz,MX-VER,94560
11690,Pemex,Avenida 3,Centro,Córdoba,Córdoba,Veracruz,MX-VER,94500
11691,,Calle 5 Norte,,,Municipio de Tijuana,Baja California,MX-BCN,22444
11692,Pemex,Carretera Zacapoaxtla,Jardín de los Volcanes,,Zacapoaxtla,Puebla,MX-PUE,73680
11693,Pemex,Bulevard Córdoba - Fortín,,,Fortín de las Flores,Veracruz,MX-VER,94559
11694,BP,Carretera Federal Córdoba - Veracruz,Colonia la Selva,,Amatlán de los Reyes,Veracruz,MX-VER,94966
11695,,Calle El Trébol,Fraternidad,,Córdoba,Veracruz,MX-VER,94557
11696,Pemex,Calzada Independencia,,Mexicali,,Baja California,MX-BCN,21000
11697,Pemex,Calzada Eugenio Garza Sada,,,Córdoba,Veracruz,MX-VER,94540
11698,,Entrada Loreto,,,Loreto,Zacatecas,MX-ZAC,20723
11699,,,,Heroica Caborca,Caborca,Sonora,MX-SON,83600
11700,,Carretera Tuxtla Gutiérrez-Angostura,,,Acala,Chiapas,MX-CHP,
11701,Pemex,Calle 5 de Febrero,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87457
11702,,,,,Culiacán,Sinaloa,MX-SIN,
11703,G500,Boulevard Juan José Alonso de Torres,,León,León,Guanajuato,MX-GUA,37225
11704,,,,León,León,Guanajuato,MX-GUA,37545
11705,G500,Boulevard Juan José Alonso de Torres,,León,León,Guanajuato,MX-GUA,37225
11706,,Calzada de las Torres,,,Medellín,Veracruz,MX-VER,94274
11707,Pemex,Boulevard Riviera Veracruzana,Playas del Conchal,,Alvarado,Veracruz,MX-VER,94290
11708,G500,Boulevard Aeropuerto,,León,León,Guanajuato,MX-GUA,37545
11709,Pemex,Avenida 16 de Septiembre,,Naucalpan,Naucalpan de Juárez,Estado de México,MX-MEX,53569
11710,La Gas,Calle 19,,Mérida,Mérida,Yucatán,MX-YUC,97206
11711,,Autopista Guadalajara - Colima,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,46640
11712,Servicio Montecarlo,Calle 24,,Mérida,Mérida,Yucatán,MX-YUC,97130
11713,,,La Estación,,Peñamiller,Querétaro,MX-QUE,
11714,,Calle Hermenegildo Galeana,,,Ocampo,Tamaulipas,MX-TAM,87994
11715,,Calle Libramiento Sur,,,Santa Cruz de Juventino Rosas,Guanajuato,MX-GUA,38245
11716,,Calle Parota,,Morelia,Morelia,Michoacán,MX-MIC,58100
11717,,,,,Hidalgo,Michoacán,MX-MIC,
11718,Pemex,Avenida Doctor José María Vértiz,,,,Ciudad de México,MX-CMX,06720
11719,,Calle Vicente Guerrero Sur,,,Teuchitlán,Jalisco,MX-JAL,46760
11720,,Calle Reforma,,,Atenguillo,Jalisco,MX-JAL,48130
11721,,Avenida Lázaro Cárdenas,,,Benito Juárez,Tlaxcala,MX-TLA,
11722,,Calle Miguel Hidalgo,,Manzanillo,Manzanillo,Colima,MX-COL,28200
11723,PEMEX,Camino de Acceso a Xochitepec,,,Xochitepec,Morelos,MX-MOR,62790
11724,Pemex,Boulevard Licenciado Adolfo López Mateos,,,Zinacantepec,Estado de México,MX-MEX,51355
11725,,Avenida Benito Juárez Oriente,,Zamora,Zamora,Michoacán,MX-MIC,59669
11726,,Avenida 20 de Noviembre,,Ocotlán,Ocotlán,Jalisco,MX-JAL,47795
11727,,Carretera Filo de Caballos-Verde Rico-Tlacotepec,Puerto General Nicolás Bravo (Filo de Caballos),,Leonardo Bravo,Guerrero,MX-GRO,
11728,,Constitución,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45640
11729,,Carretera Santa Rosa-La Barca,,,La Barca,Jalisco,MX-JAL,47910
11730,,,,,Los Reyes,Michoacán,MX-MIC,60200
11731,,Avenida Francisco I. Madero Norte,,Zamora,Zamora,Michoacán,MX-MIC,59669
